"BIOID","Account_Handle","Account_Type"
"1304101","RedaBelkadi_","OTWIT_TYPE_2"
"1304102","JeremieDemaline","PTWIT"
"1304103","noepetit2022","PTWIT"
"1304201","LaetitiaCopin","PTWIT"
"1304202","TaurinyaA","PTWIT"
"1304203","vincentbony","PTWIT"
"1304205","IsmaStevenson42","OTWIT_TYPE_2"
"1304302","AzelmaSigaux","PTWIT"
"1304401","Benbrahim_K","OTWIT_TYPE_2"
"1304402","AndyKerbrat2022","PTWIT"
"1304403","chamiot_s","PTWIT"
"1304404","laernoes","PTWIT"
"1304405","Lalande4468","OTWIT_TYPE_2"
"1304407","maheveronique44","PTWIT"
"1304408","MatthiasTavel","PTWIT"
"1304410","BrunoCailleteau","OTWIT_TYPE_2"
"1304501","G_Kounowski2022","OTWIT_TYPE_2"
"1304501","GKounowski","OTWIT2"
"1304502","EmmDuplessy","PTWIT"
"1304503","kevin_merlot","PTWIT"
"1304504","BrunoNottin","PTWIT"
"1304505","FloChabi","PTWIT"
"1304506","OlivierHicter","PTWIT"
"1304506","HicterOlivier","OTWIT_TYPE_4"
"1304602","ThierryGrossemy","PTWIT"
"1304701","MaryseCombres","PTWIT"
"1304703","xavierczapla","PTWIT"
"1304801","UnionpopLozere","PTWIT"
"1304901","arashsaeidi","PTWIT"
"1304902","CarolineBessat","PTWIT"
"1304903","RoudevitchV","PTWIT"
"1304906","AmgharTassadit","PTWIT"
"1304907","JOUANNEAU_G","PTWIT"
"1305001","GuillaumeHache","PTWIT"
"1305002","patrickgrimber1","PTWIT"
"1305004","PicAnna3","PTWIT"
"1305101","EvelynBourgoin","PTWIT"
"1305101","BOURGOINEVELYNE","OTWIT_TYPE_4"
"1305102","LMeguenine","PTWIT"
"1305103","Berthelemy2022","PTWIT"
"1305104","Anthocgttefp","PTWIT"
"1305105","Circo5105NUPES","PTWIT"
"1305105","KLeLuron","OTWIT_TYPE_4"
"1305201","LECLERCMichle3","PTWIT"
"1305301","guillaumegarot","GOVTWIT"
"1305301","Garot2022","PTWIT"
"1305302","Boisseau53G","PTWIT"
"1305303","DetaisMarion","PTWIT"
"1305401","NordineJouira","PTWIT"
"1305402","StephHablot2022","PTWIT"
"1305402","2020Vand","OTWIT_TYPE_NA"
"1305405","PotierDominique","GOVTWIT"
"1305406","CarolineFiat54","GOVTWIT"
"1305501","OGuckert2022","PTWIT"
"1305501","GuckertOlivier","OTWIT_TYPE_4"
"1305502","LaflotteJohan","PTWIT"
"1305601","lucfoucault","PTWIT"
"1305603","mdorelucas","PTWIT"
"1305605","dagodag","PTWIT"
"1305606","jmBaudry","PTWIT"
"1305701","EstherLeick","PTWIT"
"1305702","LisaLahore","PTWIT"
"1305703","CharlotteLeducV","PTWIT"
"1305706","J_Outomuro","PTWIT"
"1305707","2022Muller","PTWIT"
"1305708","Celine_Leger_FI","PTWIT"
"1305709","VaisseBrigitte","PTWIT"
"1305801","CoutellecNupes","PTWIT"
"1305801","CoutellecLeo","OTWIT_TYPE_4"
"1305802","MAGuillemain","PTWIT"
"1305901","AQuatennens","GOVTWIT"
"1305901","PostbadAdrienQ","PTWIT"
"1305902","Ugobernalicis","GOVTWIT"
"1305904","Octave2lp","PTWIT"
"1305905","ODelneste","PTWIT"
"1305906","CeliaPereira__","PTWIT"
"1305907","karima_chouia","PTWIT"
"1305908","GuiraudInd","PTWIT"
"1305908","FIRoubaix","OTWIT_TYPE_2"
"1305909","VidalSagnierO","PTWIT"
"1305910","LeslieMortreux","PTWIT"
"1305911","rvicot","PTWIT"
"1305911","Vicot2017","OTWIT_TYPE_2"
"1305912","FI_M_Yahiatene","PTWIT"
"1305912","MalikYahiatene","OTWIT_TYPE_4"
"1305913","dlacroix5913","PTWIT"
"1305914","philippinehmn","PTWIT"
"1305915","DucourantE","PTWIT"
"1305916","alain_bruneel","GOVTWIT"
"1305916","BruneelAlain","PTWIT"
"1305917","cyril_fi","PTWIT"
"1305920","Fabien_Roussel","GOVTWIT"
"1305921","ltroadec","PTWIT"
"1305921","TroadecLuce","OTWIT_TYPE_4"
"1306001","roxane_Lundy","OTWIT_TYPE_2"
"1306002","prevot2022","PTWIT"
"1306003","Oise3eCirco","PTWIT"
"1306005","luc_blanchard1","PTWIT"
"1306006","Flo_Dum_","PTWIT"
"1306007","loic_pen","OTWIT_TYPE_2"
"1306101","ChantalJourdan","GOVTWIT"
"1306102","CecileBussiere","OTWIT_TYPE_2"
"1306201","EricCagnache62","PTWIT"
"1306203","jeanmarctellier","OTWIT_TYPE_2"
"1306204","BlandineDrain","PTWIT"
"1306205","ytraleb","PTWIT"
"1306206","LebecqPascal","PTWIT"
"1306207","Climat_JP","PTWIT"
"1306208","simonroussel62","PTWIT"
"1306210","CoquerieS","PTWIT"
"1306210","COQUERIESandri1","OTWIT_TYPE_4"
"1306211","marinetondelier","PTWIT"
"1306301","MarianneMaximi","PTWIT"
"1306301","AvecMarianneM22","OTWIT_TYPE_2"
"1306302","cpiresbeaune","GOVTWIT"
"1306303","NicolasBonnet63","OTWIT_TYPE_2"
"1306304","Versdevinrouj","OTWIT_TYPE_2"
"1306305","AndreChassaigne","GOVTWIT"
"1306305","postbadandrech","OTWIT_TYPE_2"
"1306401","LalanneJY","PTWIT"
"1306402","CecileJeTweete","PTWIT"
"1306404","Inakiechaniz","PTWIT"
"1306405","SPereira64600","PTWIT"
"1306406","TomDuboisRobin1","PTWIT"
"1306406","DuboisRobinTom","OTWIT_TYPE_4"
"1306406","TomDuboisRobin","OTWIT2"
"1306406","robin_tom","OTWIT3"
"1306501","FerrerSylvie11","PTWIT"
"1306502","korn_gregory","PTWIT"
"1306601","francisdaspe","PTWIT"
"1306602","DavidBerrue","OTWIT_TYPE_2"
"1306603","NathalieCullell","PTWIT"
"1306604","jerome_pous","PTWIT"
"1306604","JeromePous","OTWIT_TYPE_4"
"1306604","vertdanslerouge","OTWIT2"
"1306701","sandraregol","GOVTWIT"
"1306702","EmmanFernandes","PTWIT"
"1306703","SebMAS6703","PTWIT"
"1306704","imanelahmr","PTWIT"
"1306707","toussaintianeva","PTWIT"
"1306708","SammyYahia","PTWIT"
"1306709","Leillawitzmann","PTWIT"
"1306801","AichaFritsch","PTWIT"
"1306802","pinkyrad","PTWIT"
"1306803","UnionPop_68","OTWIT_TYPE_2"
"1306804","ChrysGarel","PTWIT"
"1306805","nadiaelhajjaji","PTWIT"
"1306806","leoniehebert68","PTWIT"
"1306901","AurelieGries","PTWIT"
"1306902","hub_laferriere","OTWIT_TYPE_2"
"1306903","MC_Garin","OTWIT_TYPE_2"
"1306904","BBadouard","PTWIT"
"1306905","matteucciF","PTWIT"
"1306906","gabrielamard","PTWIT"
"1306907","AK_Lahmar","PTWIT"
"1306908","BulinCecile","OTWIT_TYPE_2"
"1306909","Mylene_Dune","PTWIT"
"1306910","micheleedery2","PTWIT"
"1306911","YousfiAbdel5","PTWIT"
"1306911","NUPES_6911","OTWIT_TYPE_2"
"1306912","jfbib","PTWIT"
"1306913","Prandt_Victor","PTWIT"
"1306913","Nupes1369","OTWIT_TYPE_2"
"1307001","girardot_sandra","PTWIT"
"1307001","GirardotSandra","OTWIT_TYPE_4"
"1307001","70Populaire","OTWIT2"
"1307101","PatrickMonin71","OTWIT_TYPE_2"
"1307102","nupes7102","OTWIT_TYPE_2"
"1307103","richardbeninger","PTWIT"
"1307104","ceciluntermaier","GOVTWIT"
"1307104","Untermaier2017","PTWIT"
"1307201","Bonnetghislain1","PTWIT"
"1307202","karamanli72","GOVTWIT"
"1307202","MKaramanli72","PTWIT"
"1307204","leboucher_elise","PTWIT"
"1307205","RabbiKokolo","OTWIT_TYPE_2"
"1307302","raftman63","PTWIT"
"1307302","CedricMorand73","OTWIT_TYPE_2"
"1307303","ELaigrie","PTWIT"
"1307304","jfcoulomme","PTWIT"
"1307403","74Tassa","PTWIT"
"1307404","ValVervoort","PTWIT"
"1307501","Thomas_luquet","PTWIT"
"1307502","MarineRosset","PTWIT"
"1307502","AvecMRosset","OTWIT_TYPE_2"
"1307503","LeaBalage","PTWIT"
"1307504","DeprazNatalie","PTWIT"
"1307505","julienbayou","PTWIT"
"1307506","chikirouparis","PTWIT"
"1307507","carolinemecary","PTWIT"
"1307508","_EvaSas","PTWIT"
"1307508","AvecEvaSAS2017","OTWIT_TYPE_2"
"1307509","sandrousseau","PTWIT"
"1307509","JulienLandureau","OTWIT_TYPE_2"
"1307510","arenasrodrigo_","PTWIT"
"1307511","OliviaPolski","PTWIT"
"1307512","CelineMalaise","PTWIT"
"1307513","aminataniakate","PTWIT"
"1307514","JulieMaury1","PTWIT"
"1307515","Simonnet2","PTWIT"
"1307515","simonnet2014","OTWIT_TYPE_2"
"1307516","slegrain75","PTWIT"
"1307517","Deputee_Obono","GOVTWIT"
"1307517","DanieleObono","PTWIT"
"1307518","CaronAymericoff","PTWIT"
"1307518","aymericcaron3","OTWIT_TYPE_4"
"1307601","Maxime_DaSilva_","PTWIT"
"1307602","duval_mxdogs","PTWIT"
"1307603","HubertWulfranc","GOVTWIT"
"1307604","alma_dufour","PTWIT"
"1307604","MatheoBUP","OTWIT_TYPE_2"
"1307605","LeseulG","GOVTWIT"
"1307605","Leseul2022","PTWIT"
"1307606","sebastienjumel","GOVTWIT"
"1307606","jumelsebastien","PTWIT"
"1307607","DubocNancy","PTWIT"
"1307610","VBeregovoy76","OTWIT_TYPE_2"
"1307701","ArSaintMartin","PTWIT"
"1307702","Molina_MarieP","PTWIT"
"1307704","MathieuGarnier_","PTWIT"
"1307704","MGarnier_Fonda","OTWIT_TYPE_4"
"1307704","NUPES77_04","OTWIT2"
"1307705","Unionpop7705","OTWIT_TYPE_2"
"1307706","Valedelage2022","PTWIT"
"1307707","ErsiliaSoudais","PTWIT"
"1307708","BonnetAd_Eelv","OTWIT_TYPE_2"
"1307709","PascalNovais","PTWIT"
"1307710","MaximeLaisneyFi","PTWIT"
"1307711","faureolivier","GOVTWIT"
"1307711","AvecFaure75","PTWIT"
"1307711","le77avecFaure","OTWIT_TYPE_2"
"1307801","RamageSebastien","PTWIT"
"1307801","ramage2022","OTWIT_TYPE_2"
"1307802","maite_carrive","PTWIT"
"1307802","CarriveMaite","OTWIT_TYPE_2"
"1307803","LouiseBrodyy","PTWIT"
"1307804","unionpop7804","OTWIT_TYPE_NA"
"1307805","unionpop7805","OTWIT_TYPE_NA"
"1307806","MelindaSauger","PTWIT"
"1307807","Mchristophoul","OTWIT_TYPE_2"
"1307807","NUPES7807","OTWIT2"
"1307808","Benjam1Lucas","PTWIT"
"1307809","VictorPailhac","PTWIT"
"1307810","CBriolais","PTWIT"
"1307811","WilliamMartinet","PTWIT"
"1307812","EdwinLEGRIS","OTWIT_TYPE_2"
"1307812","NUPES7812","OTWIT2"
"1307901","FrancoisCharr0n","PTWIT"
"1307901","ActionLFI79","OTWIT_TYPE_NA"
"1307902","delphinebatho","GOVTWIT"
"1307902","AvecBatho","OTWIT_TYPE_NA"
"1307903","JulietteWoillez","PTWIT"
"1308001","Francois_Ruffin","GOVTWIT"
"1308001","FRANOISRUFFIN1","PTWIT"
"1308001","RuffinTeam","OTWIT_TYPE_2"
"1308002","ZahiaHamdane","OTWIT_TYPE_2"
"1308004","elodieheren","PTWIT"
"1308005","AnceletGuillau1","PTWIT"
"1308101","PoujadeGerard","PTWIT"
"1308103","julienlassalle","PTWIT"
"1308201","Valerie_Rabault","GOVTWIT"
"1308301","EricHabouzit","PTWIT"
"1308302","ICornil","PTWIT"
"1308304","SabineViglione","PTWIT"
"1308306","AlainBolla","PTWIT"
"1308306","BollaAlain","OTWIT_TYPE_2"
"1308308","CatherineJOUAN3","PTWIT"
"1308401","FaridFaryssy","PTWIT"
"1308402","FcsSdz","PTWIT"
"1308405","CelineCelce_84_","PTWIT"
"1308405","CelineCelce","OTWIT_TYPE_4"
"1308405","CelceCeline","OTWIT2"
"1308501","LucieEtonno","OTWIT_TYPE_2"
"1308503","Mauger_NUPES","PTWIT"
"1308504","CelineSauvetre","PTWIT"
"1308505","Thibaudlalere85","PTWIT"
"1308601","LisaBelluco","OTWIT_TYPE_2"
"1308602","SoumailleV","PTWIT"
"1308603","JasonValente86","PTWIT"
"1308604","FlavienCartier","OTWIT_TYPE_2"
"1308702","SDelautrette","PTWIT"
"1308703","ManonMeunier_UP","PTWIT"
"1308801","FetetJules","PTWIT"
"1308801","UP_8801","OTWIT_TYPE_2"
"1308803","BPierrat2022","OTWIT_TYPE_2"
"1308901","FlorenceLoury","OTWIT_TYPE_2"
"1308903","manondene13","PTWIT"
"1309001","GeraldLoridat","PTWIT"
"1309101","Farida_Amrani_","PTWIT"
"1309102","M_HILLAIRE","PTWIT"
"1309103","SteevyGustave","PTWIT"
"1309104","amadoudeme2022","PTWIT"
"1309105","VillaniCedric","GOVTWIT"
"1309105","VillaniParis","OTWIT_TYPE_2"
"1309106","JeromeGuedj","PTWIT"
"1309107","ClaireMLejeune","PTWIT"
"1309108","EmilieChazette","PTWIT"
"1309108","Nupes9108","OTWIT_TYPE_2"
"1309109","Nad_Beletreche","PTWIT"
"1309110","ALeaument","PTWIT"
"1309201","ElsaFaucillon","GOVTWIT"
"1309202","FMPasquini","PTWIT"
"1309202","Nupes_9202","OTWIT_TYPE_2"
"1309203","sarinsoumise","PTWIT"
"1309204","SabrinaSebaihi","PTWIT"
"1309206","juliebarbaux","PTWIT"
"1309207","RatoSandro","PTWIT"
"1309209","Pauline_RF","PTWIT"
"1309210","cecilesou","PTWIT"
"1309211","A_Saintoul","PTWIT"
"1309212","CathyThomas_off","PTWIT"
"1309213","BriceGaillard","PTWIT"
"1309213","BGaillard2022","OTWIT_TYPE_2"
"1309301","ericcoquerel","GOVTWIT"
"1309302","stephane1peu","GOVTWIT"
"1309303","Portes_Thomas","PTWIT"
"1309303","ComitePortes","OTWIT_TYPE_2"
"1309304","S_Bourouaha","OTWIT_TYPE_2"
"1309305","RaquelGarridoFr","PTWIT"
"1309306","LachaudB","GOVTWIT"
"1309307","alexiscorbiere","GOVTWIT"
"1309308","KelouaF","PTWIT"
"1309309","TrouveAurelie","PTWIT"
"1309310","abomangoli","PTWIT"
"1309310","MelvinRichon","OTWIT_TYPE_2"
"1309310","PantinInsoumise","OTWIT2"
"1309311","Clem_Autain","GOVTWIT"
"1309311","PouvoirVivre94","PTWIT"
"1309311","AvecAutain92","OTWIT_TYPE_2"
"1309311","PouvoirVivre78","OTWIT2"
"1309311","PouvoirVivre91","OTWIT3"
"1309311","AvecClem95","OTWIT4"
"1309312","LegavreJerome","PTWIT"
"1309401","GuintrandThier1","PTWIT"
"1309402","Clemence_Guette","PTWIT"
"1309403","l_boyard","PTWIT"
"1309404","MirabelLemaire","PTWIT"
"1309405","LEGERJulien94","OTWIT_TYPE_2"
"1309406","MayBouhada2022","OTWIT_TYPE_2"
"1309407","KekeRachel","PTWIT"
"1309408","ErikPages","PTWIT"
"1309408","NUPES9408","OTWIT_TYPE_2"
"1309409","isasantiago_94","GOVTWIT"
"1309410","MathildePanot","GOVTWIT"
"1309411","STaillePolian","GOVTWIT"
"1309501","LeilaIvorra","PTWIT"
"1309501","IvorraLeila","OTWIT_TYPE_4"
"1309502","95Legiscirco2","PTWIT"
"1309502","SylvieGEOFFRO11","OTWIT_TYPE_4"
"1309503","CarinePELEGRIN","OTWIT_TYPE_2"
"1309504","SmithBrVO17","PTWIT"
"1309505","PaulVannierFI","PTWIT"
"1309505","Vannier2017","OTWIT_TYPE_2"
"1309506","GabrielleCthl","PTWIT"
"1309507","RomainEskenazi","PTWIT"
"1309508","BilongoCarlos","PTWIT"
"1309509","arnaudlg89","PTWIT"
"1309510","Aurelientache","GOVTWIT"
"1399901","florencergr","PTWIT"
"1399902","christianpdg","PTWIT"
"1399903","Cha_Minvielle","PTWIT"
"1399904","ceciliagondard","PTWIT"
"1399905","BerreRenaud","PTWIT"
"1399906","MegaliPM","PTWIT"
"1399907","ClaquinAsma","OTWIT_TYPE_2"
"1399908","UnionPopFE8","PTWIT"
"1399909","K_BenCheikh","PTWIT"
"1399910","chantal_moussa","OTWIT_TYPE_2"
"1399911","Vidal_Dominiq","OTWIT_TYPE_2"
"1400103","DubarryKarine01","OTWIT_TYPE_2"
"1400104","BBoysson","PTWIT"
"1400105","TournierBillon","PTWIT"
"1400401","MiffredL","PTWIT"
"1400602","IsnardPatrick","PTWIT"
"1400603","P_Vardon","PTWIT"
"1400604","DamienRieu7","PTWIT"
"1400604","DamienRieu","OTWIT_TYPE_2"
"1400605","_CedricVELLA","OTWIT_TYPE_2"
"1400606","DenisCieslik","OTWIT_TYPE_2"
"1400607","MariusAudrey","OTWIT_TYPE_2"
"1400608","adriengrosjean","PTWIT"
"1400609","XuanPaulNguyen","OTWIT_TYPE_2"
"1401301","SophieGrech13","OTWIT_TYPE_2"
"1401302","jm_graffeo","PTWIT"
"1401303","Dangiosandrine","PTWIT"
"1401305","ManivetMarine","OTWIT_TYPE_2"
"1401306","R_Dubreuil_13","PTWIT"
"1401308","JeanMichelFarge","OTWIT_TYPE_2"
"1401310","Courtaro","PTWIT"
"1401311","JeremiePiano_","OTWIT_TYPE_2"
"1401312","jaclostermann","PTWIT"
"1401314","catie_calbet","OTWIT_TYPE_2"
"1401315","A_Marchand_13","OTWIT_TYPE_2"
"1402602","thomas_battesti","OTWIT_TYPE_2"
"1402705","fbonnet85","PTWIT"
"1402804","vincentlhopitea","PTWIT"
"1403001","Cavaglia2022","OTWIT_TYPE_2"
"1403002","AnthonyLeroy30","PTWIT"
"1403003","JM_Moulin0330","PTWIT"
"1403006","stephguill2022","OTWIT_TYPE_2"
"1403301","grattepanchejl","OTWIT_TYPE_2"
"1403308","AlexaneIsnard","PTWIT"
"1403308","IsnardAlexane","OTWIT_TYPE_2"
"1403310","gonzagmalherbe","OTWIT_TYPE_2"
"1403401","MedinaFlorence2","PTWIT"
"1403401","FLOFLO_MEDINA","OTWIT_TYPE_2"
"1403403","LauronNicolas","PTWIT"
"1403404","ArguelAlexandre","OTWIT_TYPE_2"
"1403407","CavailleAudrey","PTWIT"
"1403407","AudreyCvl2022","OTWIT_TYPE_2"
"1403408","F_Sylvestre2022","OTWIT_TYPE_2"
"1403409","MayaBouisset","PTWIT"
"1403705","brunoju76960553","PTWIT"
"1403705","JULIENBruno17","OTWIT_TYPE_2"
"1403806","Amelie94787555","OTWIT_TYPE_2"
"1404102","G_Peltier","GOVTWIT"
"1404102","PeltierUMP","PTWIT"
"1404203","IsabelleSurply","PTWIT"
"1404203","Avec_Surply","OTWIT_TYPE_2"
"1404407","LaurentGaudeau","PTWIT"
"1404702","Isa_Henaff","PTWIT"
"1404703","GeoffroyGary47","PTWIT"
"1404904","chjamin","PTWIT"
"1405707","Galanteclement","PTWIT"
"1406004","MeeschaertL","PTWIT"
"1406402","MarcGairin","PTWIT"
"1406405","AnnickPllt","PTWIT"
"1406601","GHChambaud2022","OTWIT_TYPE_2"
"1406602","ARaspaud2022","OTWIT_TYPE_2"
"1406604","truchet_sylvie","OTWIT_TYPE_2"
"1406904","flodarbon6","OTWIT_TYPE_2"
"1406905","CedLEBEL","PTWIT"
"1406905","Reconquete_69_5","OTWIT_TYPE_2"
"1406905","CedricAOG","OTWIT2"
"1406908","MdeKervereguin","PTWIT"
"1406909","deGuernonClaire","PTWIT"
"1406909","ClaireGuernon","OTWIT_TYPE_NA"
"1406910","_AgnesMarion","PTWIT"
"1406910","AvecAgnesMarion","OTWIT_TYPE_2"
"1406912","OlivierPIRRA","PTWIT"
"1406914","Bruno_Attal_","PTWIT"
"1407501","DavidAttia5","PTWIT"
"1407502","isagilbert76","PTWIT"
"1407504","GarenShn","OTWIT_TYPE_NA"
"1407511","FranckLC","PTWIT"
"1407512","BenoitDCL2022","PTWIT"
"1407513","OrnellaVglt","PTWIT"
"1407514","spilard","PTWIT"
"1407702","cazauranguilla1","PTWIT"
"1407801","LaurenceTrochu","PTWIT"
"1407802","CelineJullie","PTWIT"
"1407803","jfcuignet","PTWIT"
"1407804","BRativet","PTWIT"
"1407804","RativetB","OTWIT_TYPE_4"
"1407804","benrtv","OTWIT2"
"1407805","bringuier2022","PTWIT"
"1407805","MaxBringuier","OTWIT_TYPE_4"
"1407806","Stephan74119875","OTWIT_TYPE_2"
"1407809","Christophe_LH_","OTWIT_TYPE_2"
"1407810","philipchevrier","PTWIT"
"1407812","ClmentSabine","PTWIT"
"1407812","SClement0710","OTWIT_TYPE_4"
"1408202","FredericCases","PTWIT"
"1408301","PhilippeHeno","PTWIT"
"1408302","AlineB_83","PTWIT"
"1408303","salome_benyamin","PTWIT"
"1408304","ZemmourEric","GOVTWIT"
"1408304","ZemmourEnglish","OTWIT_TYPE_2"
"1408304","ZemmourHU","OTWIT2"
"1408304","ZemmourPL","OTWIT3"
"1408304","ZemmourEspanol","OTWIT4"
"1408304","ZemmourRomana","OTWIT5"
"1408304","EricZemmourDE","OTWIT6"
"1408304","ZemmourPRT","OTWIT7"
"1408304","ZemmourBRA","OTWIT8"
"1408304","ZemmourSvenska","OTWIT9"
"1408304","ZemmourITA","OTWIT10"
"1408304","ZemmourARA","OTWIT11"
"1408304","ZemmourRomania","OTWIT12"
"1408305","larochebaptiste","PTWIT"
"1408306","ELalesart","PTWIT"
"1408308","vanessa_lucido","PTWIT"
"1408402","stanislasrig","PTWIT"
"1408403","MontagardChris1","PTWIT"
"1409002","FelemezMarc","PTWIT"
"1409102","evelineBryon33","PTWIT"
"1409104","fLaSelve","PTWIT"
"1409203","anabelleguedj","GOVTWIT"
"1409204","FloMuller2022","GOVTWIT"
"1409206","keller_franck","PTWIT"
"1409207","Reconquete92c7","PTWIT"
"1409208","Taranne_Ch92","PTWIT"
"1409209","Guibessieres","PTWIT"
"1409210","LeaBessieres","PTWIT"
"1409213","thibaultsimonin","PTWIT"
"1409401","Reconquete9401","GOVTWIT"
"1409404","VeroniqueMerlin","PTWIT"
"1409405","sveyssiere1","PTWIT"
"1409406","charles_taieb","PTWIT"
"1409501","Circo1_95","OTWIT_TYPE_NA"
"1409502","CHANZY2022","GOVTWIT"
"1409503","Pascal_Gerard","PTWIT"
"1409506","A_Ferdel2022","PTWIT"
"1409507","le_guevel2022","PTWIT"
"1499901","OuelhadjAlain","PTWIT"
"1499902","thorailler2022","PTWIT"
"1499904","AnneCathG","PTWIT"
"1499905","chamouxnicolas","PTWIT"
"1499906","Ph_TISSOT_Pol","PTWIT"
"1499908","sergesiksik","PTWIT"
"1499909","armor_exil","PTWIT"
"1499910","GeorgesAZAR","PTWIT"
"1499911","MarcGuyon","PTWIT"
"1501701","OlivierFalorni","GOVTWIT"
"1502104","MolinozPatrick","PTWIT"
"1502104","PatrickMolinoz","OTWIT_TYPE_2"
"1503101","PierreNBapt","PTWIT"
"1503101","Toulouse9_2021","OTWIT_TYPE_2"
"1503201","SylvieTheye","PTWIT"
"1503202","davidtaupiac","PTWIT"
"1503303","yannickboutot","PTWIT"
"1503309","SDetrieux2022","PTWIT"
"1503401","_floriandepret","PTWIT"
"1503405","aurelienmanenc","PTWIT"
"1503405","manenc2022","OTWIT_TYPE_2"
"1503406","BrutusFlorence","PTWIT"
"1503406","FlorenceBrutus","OTWIT_TYPE_4"
"1503407","JuGarcinSaudo","PTWIT"
"1504408","XavierPerrin1","PTWIT"
"1506906","katiabuisson","PTWIT"
"1506906","KatiaBuisson22","OTWIT_TYPE_2"
"1506912","ArthurChambon","PTWIT"
"1508101","Moulinetienne81","PTWIT"
"1508202","SylviaPinel","GOVTWIT"
"1600101","BrigittePiroux","OTWIT_TYPE_2"
"1600103","FredericFRANCK3","OTWIT_TYPE_2"
"1600104","Bkk01","OTWIT_TYPE_2"
"1600105","NambotinGobbi","PTWIT"
"1600201","NicolasDragon","OTWIT_TYPE_2"
"1600202","LolaPuissant","OTWIT_TYPE_2"
"1600204","JoseBeaurain","PTWIT"
"1600204","BeaurainJose","OTWIT_TYPE_2"
"1600205","JocelynDessigny","PTWIT"
"1600303","QJ03000","OTWIT_TYPE_2"
"1600502","albrand_louis","PTWIT"
"1600601","MurielVitetti","PTWIT"
"1600601","VitettiM","OTWIT_TYPE_4"
"1600602","LionelTivoli","PTWIT"
"1600602","Lionel_Tivoli","OTWIT_TYPE_2"
"1600603","KandelBenoit","PTWIT"
"1600603","aveckandel_06","OTWIT_TYPE_2"
"1600603","Kandel_2017","OTWIT2"
"1600604","A_Masson06","PTWIT"
"1600605","FrankKhalifa_Dr","PTWIT"
"1600606","MassonBryan","PTWIT"
"1600607","Tanguy_Cornec","PTWIT"
"1600608","DoretteLanderer","PTWIT"
"1600609","F_Galbert","PTWIT"
"1600609","FranckGalbert","OTWIT_TYPE_2"
"1600701","PORQUETCeline","PTWIT"
"1600702","CyrilleGrangier","OTWIT_TYPE_2"
"1600703","JohanVerhey","OTWIT_TYPE_2"
"1600802","bapt_philippo","PTWIT"
"1600902","BerengereCarrie","PTWIT"
"1600902","CarrieMirc","OTWIT_TYPE_4"
"1601001","jordan_guitton","PTWIT"
"1601003","angelique_ranc","OTWIT_TYPE_2"
"1601102","FalconFrederic","OTWIT_TYPE_2"
"1601103","J_Rancoule","PTWIT"
"1601201","plane_julia","PTWIT"
"1601201","JuliaPlane","OTWIT_TYPE_4"
"1601202","BrunoTeh","PTWIT"
"1601203","cazorla_jc","PTWIT"
"1601203","AvecCazorla","OTWIT_TYPE_2"
"1601302","ParodiClemence","PTWIT"
"1601303","LelouisGisele","PTWIT"
"1601303","gisele_lelouis","OTWIT_TYPE_2"
"1601304","Julien078121661","PTWIT"
"1601305","SLambert_RN","PTWIT"
"1601306","EleonoreBez","PTWIT"
"1601306","ElonoreBEZ","OTWIT_TYPE_4"
"1601307","ArezkiSelloum_","OTWIT_TYPE_2"
"1601308","RomainTonussi","PTWIT"
"1601309","JoelleMelinRN","PTWIT"
"1601311","HFabreAubrespy","PTWIT"
"1601312","franckallisio","PTWIT"
"1601313","e_Fouquart","PTWIT"
"1601315","BaubryR","PTWIT"
"1601404","BeloncleP","PTWIT"
"1601405","ChapronPhilipp1","PTWIT"
"1601406","JeanPhi14342496","PTWIT"
"1601406","Jeanphi11406329","OTWIT_TYPE_4"
"1601502","GillesLacroix7","PTWIT"
"1601502","GillesLacroixFN","OTWIT_TYPE_4"
"1601601","MartineseAnna","PTWIT"
"1601603","CColombier_RN","PTWIT"
"1601701","EmmaChauveauRN","OTWIT_TYPE_2"
"1601702","RichardGuerit","PTWIT"
"1601703","COLLARDNathali1","PTWIT"
"1601704","PascalMarkowsky","PTWIT"
"1601705","WerbrouckSev","PTWIT"
"1601801","JulieApricena","PTWIT"
"1601803","TdlTocnaye","PTWIT"
"1601902","ElopheValery","PTWIT"
"1602001","NathalyANTONA","PTWIT"
"1602002","francoisfiloni","PTWIT"
"1602102","FortierMlanie1","PTWIT"
"1602103","Domini3Bourgois","PTWIT"
"1602104","JeanMarcPonelle","PTWIT"
"1602105","Lioret18","PTWIT"
"1602202","KiefferALC","PTWIT"
"1602203","OdiledeMellon","PTWIT"
"1602204","ludenoel1","PTWIT"
"1602301","SylvieBilde","PTWIT"
"1602401","WilliamsAmbroi","PTWIT"
"1602403","Flo_Joubert","PTWIT"
"1602404","BerreLudivine","PTWIT"
"1602404","Ludivine_LBre","OTWIT_TYPE_2"
"1602501","LUTZThomas11","OTWIT_TYPE_2"
"1602503","NathalieFritsc5","OTWIT_TYPE_2"
"1602504","GrangierGe","PTWIT"
"1602602","LisettePollet","PTWIT"
"1602603","PhilippeYoann","OTWIT_TYPE_2"
"1602604","V_FrancoisStin","PTWIT"
"1602703","MauvieuxKevin","PTWIT"
"1602705","T_Houssin","PTWIT"
"1602705","T__Houssin","OTWIT_TYPE_4"
"1602801","David_Del_Mon","PTWIT"
"1602802","Al_Nikolic","PTWIT"
