"BIOID","Account_Handle","Account_Type"
"1402908","PCouedelo","OTWIT_TYPE_2"
"1403004","aurelie_wagner","PTWIT"
"1403004","WAGNERAURELIE30","OTWIT_TYPE_2"
"1403004","AurelieWagner1","OTWIT2"
"1403004","Aureliewagner2","OTWIT3"
"1403005","FrederiqueBozec","OTWIT_TYPE_2"
"1403101","AudeBattistella","PTWIT"
"1403104","ArthurCottrel","OTWIT_TYPE_2"
"1403105","BrunoHontans","OTWIT_TYPE_2"
"1403106","DomiPiussan","PTWIT"
"1403107","HenriTessereau","PTWIT"
"1403109","jeromeAUDISIO","PTWIT"
"1403110","GhBourland","PTWIT"
"1403201","AuroreCazes","OTWIT_TYPE_2"
"1403304","PhGarnier3304","PTWIT"
"1403305","ROXANEMAURY","OTWIT_TYPE_2"
"1403307","Dany_AEZ","OTWIT_TYPE_2"
"1403309","SYLMAN19","OTWIT_TYPE_2"
"1403311","carolinemath77","PTWIT"
"1403312","marques_fx33","OTWIT_TYPE_2"
"1403402","DefretinSophie","OTWIT_TYPE_2"
"1403405","duendearenal","PTWIT"
"1403405","Vinuesa2022","OTWIT_TYPE_2"
"1403502","JPCharote","PTWIT"
"1403503","david_merliere","PTWIT"
"1403503","MerliereD","OTWIT_TYPE_4"
"1403503","MerliereDavid","OTWIT2"
"1403503","DMerliere","OTWIT3"
"1403503","DAVIDMERLIERE","OTWIT4"
"1403504","MireilleBleivas","PTWIT"
"1403505","MariedeBlic","PTWIT"
"1403506","EmilieBchaderg1","OTWIT_TYPE_2"
"1403507","LeilaMarieR","OTWIT_TYPE_2"
"1403601","sandrine_felder","PTWIT"
"1403602","reconquete3602","OTWIT_TYPE_2"
"1403702","Domdlt1","PTWIT"
"1403703","SylviePatte37","PTWIT"
"1403704","olivier_ferte","OTWIT_TYPE_2"
"1403801","MarineChiaberto","PTWIT"
"1403801","ChiabertoMarine","OTWIT_TYPE_2"
"1403803","LucieTivolle","PTWIT"
"1403804","OlivierIsabel13","OTWIT_TYPE_2"
"1403804","OlivierIsabel18","OTWIT2"
"1403805","QuentinFeres","PTWIT"
"1403807","GagnieuHugo","OTWIT_TYPE_2"
"1403808","MonnierThibaut","PTWIT"
"1403809","SandrineSeror","PTWIT"
"1403810","S_Blanchon","PTWIT"
"1404201","SamiaDussart","PTWIT"
"1404205","PESSOARaphael42","PTWIT"
"1404206","MaylisPerrot","PTWIT"
"1404401","GodonCarol","OTWIT_TYPE_2"
"1404402","ScheffenC","PTWIT"
"1404403","TFauchait44","OTWIT_TYPE_2"
"1404404","ButeauYohan","OTWIT_TYPE_2"
"1404405","ClemenceArno44","OTWIT_TYPE_2"
"1404406","sandra_bureau","PTWIT"
"1404409","ChomardLaurent","OTWIT_TYPE_2"
"1404410","SabineLeger","PTWIT"
"1404504","ACuignache","PTWIT"
"1404701","MLBruyeres","PTWIT"
"1404801","pougnet_nicolas","PTWIT"
"1404801","NicolasPougnet","OTWIT_TYPE_4"
"1404801","PougnetNicolas","OTWIT2"
"1404901","bovier_tristan","OTWIT_TYPE_2"
"1404902","AurelieGrenier_","PTWIT"
"1404903","BabinetCharles","OTWIT_TYPE_2"
"1404905","ValerieGorioux","PTWIT"
"1404906","MarryDrnd","PTWIT"
"1404907","BarbaraMazieres","PTWIT"
"1405003","NadegeDaniel1","OTWIT_TYPE_2"
"1405004","YDaCruzLeg","PTWIT"
"1405101","BenadassiF","PTWIT"
"1405102","ClaudePhilipot","PTWIT"
"1405103","AdnotThomas","PTWIT"
"1405105","RenoudEmmanuel","PTWIT"
"1405201","Bene2dinechin","PTWIT"
"1405202","ALettree","PTWIT"
"1405301","HSchlienger53","OTWIT_TYPE_2"
"1405302","PHerbais","PTWIT"
"1405303","AmdeGrandmaison","PTWIT"
"1405401","Laurhenne","PTWIT"
"1405402","anselmeboussuge","PTWIT"
"1405403","NicolasRosskopf","PTWIT"
"1405404","LucyMotherOf4","PTWIT"
"1405405","RolandEstPreux","PTWIT"
"1405501","ArnaudChapon","PTWIT"
"1405601","ChevrelFranck","PTWIT"
"1405601","FranckChevrel","OTWIT_TYPE_2"
"1405601","Franckchc1","OTWIT2"
"1405602","FloKappeler","PTWIT"
"1405602","Kappeler56","OTWIT_TYPE_4"
"1405603","lgregis1","PTWIT"
"1405604","SophieRgnier1","PTWIT"
"1405605","_ThibaultPerrin","PTWIT"
"1405701","RebeccaKonarski","OTWIT_TYPE_2"
"1405703","ChristianBemer","PTWIT"
"1405704","ChloeKonarski","PTWIT"
"1405706","EricDiligent","PTWIT"
"1405706","eric_diligent","OTWIT_TYPE_NA"
"1405708","SebastienAndr1","OTWIT_TYPE_2"
"1405801","BrytonVerdez","PTWIT"
"1405802","MaJo_Guillaume","OTWIT_TYPE_2"
"1405901","MaiLuneZ","PTWIT"
"1405902","delevalletmoniq","PTWIT"
"1405903","jessica_wattiez","OTWIT_TYPE_2"
"1405903","JessicaWattiez","OTWIT2"
"1405903","WattiezJessica_","OTWIT3"
"1405904","PatrickJardin12","PTWIT"
"1405904","Patrickjardin21","OTWIT_TYPE_4"
"1405905","hugues_sion","PTWIT"
"1405906","demeesterandre1","PTWIT"
"1405907","mathildelctdc","PTWIT"
"1405908","VerlandeLisa","OTWIT_TYPE_2"
"1405909","Sylvie_Goddyn","PTWIT"
"1405910","R10_Circo_Nord","PTWIT"
"1405911","EddyCasterman","PTWIT"
"1405912","SimonFLAHAUT3","PTWIT"
"1405912","SimonFLAHAUT","OTWIT_TYPE_4"
"1405914","MaertenEric","PTWIT"
"1405918","philippeelu59","PTWIT"
"1405920","lasserrebeatri3","PTWIT"
"1405920","lasserrebeatri1","OTWIT_TYPE_4"
"1405920","lasserrebeatri2","OTWIT2"
"1406001","NDepresles","PTWIT"
"1406003","rousseljulie60","PTWIT"
"1406005","Clary_LangloisM","PTWIT"
"1406005","ClaryMeurinne","OTWIT_TYPE_4"
"1406006","ImbertGuyEric","PTWIT"
"1406007","ItalianiF","PTWIT"
"1406101","OscarPiloquet","PTWIT"
"1406103","GauerClaire","PTWIT"
"1406201","GeofFournier","OTWIT_TYPE_2"
"1406204","davidsergent624","OTWIT_TYPE_2"
"1406205","LucienEmeline2","PTWIT"
"1406205","EmelineLucien","OTWIT_TYPE_4"
"1406206","1Trepliev","PTWIT"
"1406208","a_mayaud","PTWIT"
"1406208","Circo8PdC","OTWIT_TYPE_2"
"1406209","FannyJudek","OTWIT_TYPE_2"
"1406210","myrianehouplain","GOVTWIT"
"1406212","DanjouEmmanuel1","PTWIT"
"1406302","AurlienChabrier","PTWIT"
"1406302","A_Chabrier","OTWIT_TYPE_2"
"1406303","MathildeHry","OTWIT_TYPE_2"
"1406305","JeremyPrevost63","OTWIT_TYPE_2"
"1406403","romy_albanel","PTWIT"
"1406404","margauxtaillef2","PTWIT"
"1406501","BONNECARRERE_C","PTWIT"
"1406603","CMandar2022","OTWIT_TYPE_2"
"1406701","ElenaCHRISTMANN","PTWIT"
"1406701","ChristmannElena","OTWIT_TYPE_2"
"1406702","ichaelle","PTWIT"
"1406704","VirginieBECK3","OTWIT_TYPE_2"
"1406706","RITTERSabrina","PTWIT"
"1406707","HMORARD","PTWIT"
"1406708","KriloffS","PTWIT"
"1406801","BischoffAriane","PTWIT"
"1406802","EmyGravier","PTWIT"
"1406803","SandrineNoel52","PTWIT"
"1406804","OphelieLefort","PTWIT"
"1406806","Marcelli_Syl","PTWIT"
"1406901","sixt_bfs","PTWIT"
"1406903","odelucenay","PTWIT"
"1406906","PierrePorta","PTWIT"
"1406907","G_Lucchesi6907","PTWIT"
"1406911","AscarinoC","PTWIT"
"1407002","MMonnierMaurice","PTWIT"
"1407101","myriam_bize","PTWIT"
"1407101","BizeMyriam","OTWIT_TYPE_2"
"1407104","raffa_jean","PTWIT"
"1407105","DGoubeault","PTWIT"
"1407201","BrigitteDupin","PTWIT"
"1407203","BernadetteZ0ZZ","PTWIT"
"1407204","BuardSbastien1","PTWIT"
"1407205","nautile72","OTWIT_TYPE_4"
"1407301","BeatrixMillord","OTWIT_TYPE_2"
"1407302","annesophiewurtz","PTWIT"
"1407303","FlorioMikael","PTWIT"
"1407303","Mikael_Florio","OTWIT_TYPE_2"
"1407304","CharlesG2022","PTWIT"
"1407401","JambardG1","PTWIT"
"1407402","HippomeneSan","PTWIT"
"1407402","SanHippomene","OTWIT_TYPE_2"
"1407403","Sebastienjoann1","PTWIT"
"1407404","NicolasBailly74","PTWIT"
"1407405","CCdelaYaute","PTWIT"
"1407406","DuvillardVirgi","OTWIT_TYPE_2"
"1407503","Cec_Fischer","PTWIT"
"1407505","Yann__Gautier","PTWIT"
"1407505","gautieryann3","OTWIT_TYPE_4"
"1407506","MeldenerVictor","PTWIT"
"1407507","CoDeletang","PTWIT"
"1407508","TrunkenwaldJ","PTWIT"
"1407508","JTrunkenwald","OTWIT_TYPE_4"
"1407509","David_Meyer2022","OTWIT_TYPE_2"
"1407510","AnneSophieDesir","PTWIT"
"1407515","HouplainPh","PTWIT"
"1407517","marieflcn","PTWIT"
"1407518","Axelle2Kerangal","PTWIT"
"1407601","OlivierCleland","OTWIT_TYPE_NA"
"1407602","maxence_brqt","PTWIT"
"1407603","ClemenceBrdt","PTWIT"
"1407603","Clem761","OTWIT_TYPE_4"
"1407604","EveFroger","PTWIT"
"1407606","CoppinC76C6","PTWIT"
"1407607","groussardfred","PTWIT"
"1407608","DucoeurjolyR","PTWIT"
"1407610","NicolasDumasLR","PTWIT"
"1407701","janyBRANDY","PTWIT"
"1407703","XavierMALLET4","OTWIT_TYPE_2"
"1407704","venant_frederic","OTWIT_TYPE_2"
"1407705","SANARIEN83","PTWIT"
"1407705","AsproJeanMichel","OTWIT_TYPE_2"
"1407705","patrimoineur","OTWIT2"
"1407706","ClaireMcia","PTWIT"
"1407707","btroussard","OTWIT_TYPE_2"
"1407708","JMMoskowicz","PTWIT"
"1407709","Brunoch71928800","OTWIT_TYPE_2"
"1407710","PhilippeDervaux","PTWIT"
"1407711","BLapeyronie","PTWIT"
"1407807","CDidierjean78","PTWIT"
"1407808","AnneSicard1","PTWIT"
"1407811","Alex_M_Arnaud","PTWIT"
"1407901","matydeBC","PTWIT"
"1407901","Matylde_Breth","OTWIT_TYPE_4"
"1407902","Rsainty","PTWIT"
"1407903","ggfaivre","PTWIT"
"1408003","Reconquete80","PTWIT"
"1408005","laur1_laurent","OTWIT_TYPE_4"
"1408101","BardyTarn","PTWIT"
"1408401","nau_ophelie","PTWIT"
"1408405","ChavrierCath","PTWIT"
"1408501","ericmauvoisin","PTWIT"
"1408505","DelatreSandrin1","PTWIT"
"1408505","Adoka42599784","OTWIT_TYPE_2"
"1408601","MAMascureau","GOVTWIT"
"1408602","DoloresProst","PTWIT"
"1408603","lepercqo","PTWIT"
"1408604","AlainVerdin86","GOVTWIT"
"1408701","FMarquet2022","GOVTWIT"
"1408703","AntoineArdant","GOVTWIT"
"1408801","StphanePerry1","GOVTWIT"
"1408804","JabrinJocelyne","GOVTWIT"
"1408901","paultequi","PTWIT"
"1408902","Dumoulin2022","GOVTWIT"
"1408903","LouisStokober","PTWIT"
"1409101","SaikalyJoseph","GOVTWIT"
"1409101","josaikaly","PTWIT"
"1409103","SheChaa1","OTWIT_TYPE_2"
"1409105","BarbaratDenise","GOVTWIT"
"1409106","WendyLonchampt","PTWIT"
"1409109","P_Henri_Merrien","GOVTWIT"
"1409110","inesverafontano","PTWIT"
"1409211","florence_lev92","PTWIT"
"1409212","FlorentNoblet","PTWIT"
"1409302","aureliabardy_","GOVTWIT"
"1409303","Myrchatte","PTWIT"
"1409304","VanessaPettitt1","PTWIT"
"1409305","libert_raphael","PTWIT"
"1409306","Noelie_GM","PTWIT"
"1409307","mehidi_myriam","GOVTWIT"
"1409308","SValente93","PTWIT"
"1409309","aveclaure2022","GOVTWIT"
"1409310","Pr1cedechezloub","PTWIT"
"1409403","AbribatJean","OTWIT_TYPE_2"
"1409407","noelnadalFR","OTWIT_TYPE_2"
"1409408","OBuclin","PTWIT"
"1409411","SarahMilamon","OTWIT_TYPE_2"
"1409508","GautherinMuriel","PTWIT"
"1409509","SaragosaSylvain","PTWIT"
"1409510","PrincesseGP_95","PTWIT"
"1409510","PrincesseGP95","OTWIT_TYPE_4"
"1412001","Lamberti_JM","PTWIT"
"1497102","Paola_Plantier","PTWIT"
"1499903","DarrieusMargaux","OTWIT_TYPE_2"
"1499907","Sophie_Loobuyck","GOVTWIT"
"1700303","lydie_corbin63","PTWIT"
"1700604","Carfabrice","PTWIT"
"1700609","davidpauchet06","PTWIT"
"1700609","PauchetDavid","OTWIT2"
"1700802","chrisbellay_LP","PTWIT"
"1701202","JeanLucvidal2","PTWIT"
"1701302","ErmacoraHelene","PTWIT"
"1701313","StphanieBUSSON1","PTWIT"
"1701316","LaupiesValerie","PTWIT"
"1701402","philippe14210","PTWIT"
"1701703","BourhisLydia","PTWIT"
"1702101","MBRG98","PTWIT"
"1702104","BeudetJulien","PTWIT"
"1702201","YvanLamy","PTWIT"
"1702201","les_patriotes22","OTWIT_TYPE_3"
"1702301","EDurengue","PTWIT"
"1702301","_LesPatriotes23","OTWIT_TYPE_3"
"1702603","SylvieMARTIN83","PTWIT"
"1702901","billard_thierry","PTWIT"
"1703005","AnnieBrasselet","PTWIT"
"1703106","Circo3106_LP","PTWIT"
"1703107","F_Thuard","PTWIT"
"1703202","AGIER32sylvie","PTWIT"
"1703401","AlzingreVictor","PTWIT"
"1703501","gautierrouleau","PTWIT"
"1703505","EliphasBeaurain","PTWIT"
"1703507","BequignonClaude","OTWIT_TYPE_2"
"1703804","QJeulin","OTWIT_TYPE_2"
"1703807","PauletteRoure","PTWIT"
"1704402","LudyDlx","PTWIT"
"1704403","LP_Duprat","PTWIT"
"1704404","NadegeBugnon444","PTWIT"
"1704408","EdithMasson1","PTWIT"
"1704409","alainavello","PTWIT"
"1704409","Asso_Racine","OTWIT_TYPE_2"
"1704902","fableplombier","PTWIT"
"1704902","2","OTWIT_TYPE_NA"
"1705101","Corentin_Dejoie","OTWIT_TYPE_2"
"1705105","AD_LR","PTWIT"
"1705301","CedricSicot","PTWIT"
"1705404","Ravaillerbertr1","PTWIT"
"1705404","RavaillerB","OTWIT_TYPE_4"
"1705406","Erichermoz","PTWIT"
"1705704","ericvilain","PTWIT"
"1705706","f_philippot","PTWIT"
"1705801","CH_Gallois","PTWIT"
"1705905","dennequinP","PTWIT"
"1705906","DELPHINELELEU3","OTWIT_TYPE_2"
"1705908","camerlynck5908","OTWIT_TYPE_2"
"1705911","MuretGollet","PTWIT"
"1705912","denisgeoffrey1","PTWIT"
"1705917","BruniThibault","OTWIT_TYPE_NA"
"1705921","Serraltalisabe6","OTWIT_TYPE_2"
"1706001","LeboucherJimmy","PTWIT"
"1706002","B_REGNIER_LP","OTWIT_TYPE_2"
"1706103","Aymeric1Yver","PTWIT"
"1706103","yver_aymeric","OTWIT_TYPE_4"
"1706207","FrancoisDESCAM7","PTWIT"
"1706602","david_gabarda","OTWIT_TYPE_2"
"1706802","SophieGraff5","PTWIT"
"1706805","LionelOche","OTWIT_TYPE_2"
"1707104","SZYCH1","PTWIT"
"1707301","PierreLafargue1","PTWIT"
"1707304","SoniaDosreyes","PTWIT"
"1707404","Lacabrole","PTWIT"
"1707508","c_duponcel","PTWIT"
"1707608","LepretreTony","PTWIT"
"1707705","EricNoirez","PTWIT"
"1707801","sylvie_jegou","PTWIT"
"1707902","DupuyV4l","PTWIT"
"1708004","RDelgove","PTWIT"
"1708004","rachele_delgove","OTWIT_TYPE_4"
"1708302","MyriamFournieRF","OTWIT_TYPE_2"
"1708307","cjulianet","PTWIT"
"1708801","DuparcqEric","PTWIT"
"1709001","J_Cordonnier","PTWIT"
"1709103","AliceMOREIRA771","PTWIT"
"1709105","M_Ronfard_Haret","OTWIT_TYPE_2"
"1709207","JeanneBirtic","OTWIT_TYPE_2"
"1709207","Jeanne_BIRTIC","OTWIT2"
"1709303","sand_campana","PTWIT"
"1709404","ScottoGerard","OTWIT_TYPE_2"
"1709408","f_chalendar","PTWIT"
"1709510","sabine_rigouste","PTWIT"
"1709510","SabineRigouste","OTWIT_TYPE_4"
"1709510","RigousteS","OTWIT2"
"1797202","chanlape20","PTWIT"
"1797404","PatriciaHOAREA5","OTWIT_TYPE_2"
"1799905","RidelleMarc","PTWIT"
"1799907","LaRoque_Alex","OTWIT_TYPE_2"
"1799911","tamilatapayeva","PTWIT"
"1799911","TapayevaT","OTWIT_TYPE_4"
"1900103","fbknet","PTWIT"
"1900103","frank_bisetti","OTWIT_TYPE_2"
"1900104","MPomme01","PTWIT"
"1901202","dom_clergue","PTWIT"
"1901202","NuagePluie","OTWIT_TYPE_4"
"1902103","Tarja_Fauvet","PTWIT"
"1902501","Tipau25","OTWIT_TYPE_2"
"1902502","GThomassin","PTWIT"
"1903109","BenslimaneYou","PTWIT"
"1904408","CeciliaBossard","PTWIT"
"1905403","xbeaudouin","PTWIT"
"1905904","EwannGavard","PTWIT"
"1905908","TandonnetS","PTWIT"
"1906202","SebastienPeugn5","PTWIT"
"1906603","flagiponce","PTWIT"
"1906702","alexgrandjean67","PTWIT"
"1906707","PhilippeSohm","PTWIT"
"1906806","DimBrePP","OTWIT_TYPE_2"
"1907403","ahcohen","PTWIT"
"1907505","JouveauM","PTWIT"
"1907506","JenBorsellino","PTWIT"
"1907509","pbeyssac","PTWIT"
"1907510","sellier_thomas","PTWIT"
"1907511","mllepikpik","PTWIT"
"1907517","ClementFiquet","PTWIT"
"1908202","farlistener","PTWIT"
"1909106","piotelat","PTWIT"
"1909107","Florielvm","PTWIT"
"1909201","corinnedangas","PTWIT"
"1909208","FredericEr","PTWIT"
"1909212","florian_samiez","PTWIT"
"1909306","Aymane_Mabiala","PTWIT"
"1909406","FrancoisMassot","PTWIT"
"1909502","chiwawa_42","PTWIT"
"1909502","JCJ_Nicolle","OTWIT_TYPE_4"
"1999902","Piectr0","PTWIT"
"1999907","felix_drouet","PTWIT"
"2002205","TrefinaKerrain","OTWIT_TYPE_2"
"2002907","MaximeanTouzet","OTWIT_TYPE_2"
"2003502","LahogueMathilde","PTWIT"
"2003504","CelineBlateron","OTWIT_TYPE_2"
"2003508","JLegall22","PTWIT"
"2003508","JolLegall","OTWIT_TYPE_2"
"2004403","SRKGWEN","PTWIT"
"2004408","HerveCarro","PTWIT"
"2004408","CarroHerve","OTWIT_TYPE_2"
"2004408","2017Herve","OTWIT2"
"2005601","FrancoiseRamel","PTWIT"
"2005602","jc_cordaillat","PTWIT"
"2005603","LydieMassard1","OTWIT_TYPE_2"
"2005605","GaelBriand","OTWIT_TYPE_2"
"2802803","VivetteJoly","OTWIT_TYPE_4"
"2803307","AudreyLegendre3","OTWIT_TYPE_4"
"2803311","GOGUETCaroline","PTWIT"
"2806401","muriel_lorenzi","PTWIT"
"2806405","RoubinSylvie","PTWIT"
"2806406","BriolaisKevin","PTWIT"
"3101301","marie_lanzalavi","PTWIT"
"3101304","l_manicacci","OTWIT_TYPE_2"
"3400606","touzeaumenoni","PTWIT"
"3401102","LenfantGerard11","PTWIT"
"3401102","GerardLenfant7","OTWIT_TYPE_2"
"3401102","GrardLENFANT11","OTWIT2"
"3402906","TiphaineBeauli2","PTWIT"
"3404002","Sdebrosses","PTWIT"
"3404003","lassort40","PTWIT"
"3404902","miguel17300","PTWIT"
"3404906","BrunoCiofi","PTWIT"
"3406601","leonce_eugene","OTWIT_TYPE_2"
"3406601","CHILEO66","OTWIT2"
"3406701","YaminaGrosjean","PTWIT"
"3406909","ChavanneA1","OTWIT_TYPE_2"
"3407709","PierreMoretti77","PTWIT"
"3408102","CorinneDarmani","OTWIT_TYPE_2"
"3408201","PerrinaudDylan","PTWIT"
"3409305","Caspermemay","PTWIT"
"3409406","BenoitWillard","PTWIT"
"3500609","JPCAvecVous","OTWIT_TYPE_2"
"3500801","JulietteCausans","PTWIT"
"3501102","ChristianCALGA1","OTWIT_TYPE_2"
"3501306","SophieGoy_","PTWIT"
"3501314","RemiBourgarel","PTWIT"
"3501406","FranoisOrmain1","PTWIT"
"3501406","francois_ormain","OTWIT_TYPE_4"
"3501704","PatrickMars14","OTWIT_TYPE_2"
"3501902","OlivierBonnie","PTWIT"
"3502803","romainribas2021","PTWIT"
"3503006","SophieGuillot30","PTWIT"
"3503402","flavio_dalmau","PTWIT"
"3503402","dalmau_flavio","OTWIT_TYPE_4"
"3503402","avecflavio","OTWIT2"
"3503501","BarguilBruno","PTWIT"
"3503501","BrunoBarguil","OTWIT_TYPE_2"
"3503501","jbrunobarguil","OTWIT2"
"3503501","J_BrunoB35000","OTWIT3"
"3503501","jbbarguil","OTWIT4"
"3503501","JBBARGUlL","OTWIT5"
"3503701","InesLaurent_","OTWIT_TYPE_2"
"3503903","MedeChapitaux","PTWIT"
"3504201","perrinpatural","PTWIT"
"3504202","Quentin_Fon","PTWIT"
"3504406","Fxlehecho","PTWIT"
"3504601","Patrice_Maury","PTWIT"
"3505003","LAVALLEYStphan1","PTWIT"
"3505406","HEDIN_Olivier_","PTWIT"
"3505502","MartinGALLIC","PTWIT"
"3505705","BourbeauFrancoi","PTWIT"
"3505902","N_Karasiewicz","PTWIT"
"3505902","NK_pro_fr","OTWIT_TYPE_2"
"3505919","DJEMI9","PTWIT"
"3506002","MohradLaghrari","PTWIT"
"3506406","jouvet_p","PTWIT"
"3506806","YvanZill","PTWIT"
"3506906","jericsende","PTWIT"
"3506907","izzetdoganel","PTWIT"
"3507507","louisclaudiofr","PTWIT"
"3507513","MickalFire","PTWIT"
"3507609","victorfournier_","PTWIT"
"3508307","M_Eve_P","PTWIT"
"3508402","GuillauminEric","PTWIT"
"3509202","lmsl_le_saint","PTWIT"
"3509303","Jozrihen93160","PTWIT"
"3509303","ZrihenJ","OTWIT_TYPE_2"
"3515502","Jlucduret55","PTWIT"
"3515915","stephaneledez","PTWIT"
"3516406","MathisTenneson","PTWIT"
"3517510","Jdeneuve","PTWIT"
"3517510","JDeneuve2022","OTWIT_TYPE_2"
"3519104","DjabaliMiriam","PTWIT"
"3519206","ftapiro","PTWIT"
"3519510","malek_benseddik","PTWIT"
"3524102","FrancoisChereau","PTWIT"
"3524102","ChereauFranois2","OTWIT_TYPE_2"
"3597301","alix_madeleine","PTWIT"
"3599902","mbiurrun","PTWIT"
"3599908","josegarson2022","PTWIT"
"3599919","mjidelguerrab","GOVTWIT"
"3599920","ElisabethDVS","PTWIT"
"3599930","h0jeij","PTWIT"
"3600102","BaratayDenis","PTWIT"
"3600102","BARATAY2","OTWIT_TYPE_2"
"3600301","FabienMalavaud","OTWIT_TYPE_2"
"3600607","B_Humbert06","OTWIT_TYPE_2"
"3601704","StephaneLoth17","PTWIT"
"3602402","Amendine_LEGROS","PTWIT"
"3602702","SylvainBertois","PTWIT"
"3603004","GaelGirard","PTWIT"
"3603004","GaelGirard30","OTWIT_TYPE_2"
"3603103","OGuyenro","OTWIT_TYPE_2"
"3603108","WilfriedSerre","OTWIT_TYPE_2"
"3603110","BaptisteMarquie","OTWIT_TYPE_2"
"3603305","UMPMedoc","PTWIT"
"3603311","paysan33","PTWIT"
"3603311","EddiePuyjalon","OTWIT_TYPE_2"
"3603401","MoxinMichel","PTWIT"
"3603405","ChSalvaingLegis","PTWIT"
"3603408","m_francebritto","OTWIT_TYPE_2"
"3603602","alexandrabotton","PTWIT"
"3603702","DELAHAYEangeliq","PTWIT"
"3603702","Delahaye_Europe","OTWIT_TYPE_2"
"3604103","EricProced","PTWIT"
"3604103","ericdoumas","OTWIT_TYPE_2"
"3604203","EricLeJaouen","PTWIT"
"3604407","martine_aury","PTWIT"
"3604409","DominiquePilet","PTWIT"
"3604504","PhilippeMoreau4","OTWIT_TYPE_2"
"3604505","jeroboam45","PTWIT"
"3604702","MaurinMarche","PTWIT"
"3604702","Maurin59208621","OTWIT_TYPE_2"
"3604702","PatrickMaurin47","OTWIT2"
"3604702","PMaurin2017","OTWIT3"
"3604904","JacquelinLigot","OTWIT_TYPE_2"
"3604907","TrottierStepha1","PTWIT"
"3605201","JocelyneLeblan4","OTWIT_TYPE_2"
"3605401","fopotier","PTWIT"
"3605402","EricDamamme","OTWIT_TYPE_2"
"3605709","BiederLionel","PTWIT"
"3605709","bieder2022","OTWIT_TYPE_2"
"3605915","anneabadie","OTWIT_TYPE_2"
"3605920","HuonMonique","PTWIT"
"3606004","Bassinotxavier","PTWIT"
"3606004","XBassinot","OTWIT_TYPE_2"
"3606004","BASSINOT1","OTWIT2"
"3606205","geraldinedlbt","OTWIT_TYPE_2"
"3606205","GeraldineDel18","OTWIT2"
"3606207","LAURA95590","PTWIT"
"3606210","noemie_leu","PTWIT"
"3606305","PASCALPOINTUD","OTWIT_TYPE_2"
"3606601","alexandre_bolo","OTWIT_TYPE_2"
"3606705","INSPIRABEEP","PTWIT"
"3606806","SevGuillaume","OTWIT_TYPE_2"
"3606901","CelinaVuarin","OTWIT_TYPE_2"
"3606911","AudeRossolini","OTWIT_TYPE_2"
"3607002","BuriLudovic","PTWIT"
"3607101","LaunoyManuel","OTWIT_TYPE_2"
"3607302","G3r0n1m00","OTWIT_TYPE_2"
"3607501","LECUYERCatherin","OTWIT_TYPE_NA"
"3607504","KBritel","PTWIT"
"3607505","PIERREMAURIN","OTWIT_TYPE_2"
"3607509","SRousseau7509","PTWIT"
"3607603","Chabert2014","PTWIT"
"3607705","Jacqueslmr77","PTWIT"
"3607707","bakuketty","PTWIT"
"3607803","CarolineNiebel","PTWIT"
"3607809","BabetteDR","PTWIT"
"3608303","CalabroOlivier","PTWIT"
"3608401","SEDDIKCandidate","PTWIT"
"3608504","marolleau_erick","PTWIT"
"3608701","StephanieTambo","PTWIT"
"3608701","TamboStephanie","OTWIT_TYPE_2"
"3609102","mamasyfr","PTWIT"
"3609105","acpoisson","PTWIT"
"3609202","SPerrotel","OTWIT_TYPE_2"
"3609205","SoniaRabotoson","OTWIT_TYPE_2"
"3609206","BenoitAguelon","OTWIT_TYPE_2"
"3609403","Nawel1978","OTWIT_TYPE_2"
"3610105","steph_paris01","OTWIT_TYPE_2"
"3610602","abdelaissou","PTWIT"
"3610602","aissouab","OTWIT_TYPE_2"
"3612201","FaligotR","PTWIT"
"3613004","jpdefaria1","PTWIT"
"3613401","PatriceBoccadi","PTWIT"
"3613404","michelgarcia34","PTWIT"
"3614410","RichardDana44","PTWIT"
"3615921","LasselinLaurent","PTWIT"
"3616806","laurent_roth","PTWIT"
"3617405","MichelBourel","PTWIT"
"3617809","Zeroual22120309","PTWIT"
"3619102","AntoninMorelle","OTWIT_TYPE_4"
"3623404","pbi34lmr","PTWIT"
"3628504","denislebars2022","PTWIT"
"3699906","ErnestPriarollo","PTWIT"
"3699910","OdileMojon","PTWIT"
"3699916","DanielleMengue9","PTWIT"
"3700103","KastlerManni01","OTWIT_TYPE_2"
"3700601","ChristianRazeau","PTWIT"
"3700602","EmmanuelleSULT3","PTWIT"
"3700602","EmmanuelleSULT2","OTWIT_TYPE_4"
"3700603","darmon_andre","PTWIT"
"3700604","beyl_christine","PTWIT"
"3700604","ChristineBeyl","OTWIT_TYPE_4"
"3700608","HamonetC","PTWIT"
"3700608","ChantalHamonet","OTWIT_TYPE_4"
"3700801","ArnaudRennesson","OTWIT_TYPE_2"
"3701003","CollotTouze","PTWIT"
"3701003","NellyEcologie","OTWIT_TYPE_2"
"3701302","a_assouly","PTWIT"
"3701305","MonferriniC","PTWIT"
"3701306","Fazia_Hamiche","PTWIT"
"3701307","FrancoisProve","PTWIT"
"3701310","PatriceDaud","PTWIT"
"3701314","kavazianalain","PTWIT"
"3701901","celte91","PTWIT"
"3702001","bizzari_pascale","PTWIT"
"3702202","MonrocqSerge","PTWIT"
"3702205","MaelPiepers","PTWIT"
